"","V2","V5","V2.1","V1","V2.2","V2.3","V4","V1.1","V4.1","V2.4","V2.5","V4.2","V2.6","V2.7","V3","V3.1","V2.8","V4.3","V4.4","V2.9","V1.2","V5.1","V2.10","V5.2","V2.11","V3.2","V3.3","V3.4","V4.5","V2.12"
"1",3.5,1.14285714285714,1.16867469879518,1.03389830508475,2.24336283185841,1.64772727272727,1.15094339622642,1.42105263157895,1.98723404255319,1.59803921568627,1.0377358490566,1.04587155963303,1.53271028037383,1.15686274509804,1.16438356164384,1.30769230769231,1.05714285714286,1.27835051546392,1.46086956521739,1.33653846153846,1.125,1.45205479452055,1.0625,1.67469879518072,1.91228070175439,1.71739130434783,1.28286852589641,1.56756756756757,1.53731343283582,1.86363636363636
