"","V3","V3.1","V5","V2","V4","V5.1","V5.2","V2.1","V5.3","V4.1","V3.2","V1","V1.1","V5.4","V2.2","V2.3","V3.3","V1.2","V1.3","V3.4","V2.4","V4.2","V4.3","V4.4","V1.4","V2.5","V5.5","V1.5","V2.6","V5.6"
"1",5.5546218487395,1.3125,2.04123711340206,3.24180327868852,2.31755424063116,3.09655172413793,2.9344262295082,3.88888888888889,1.42184154175589,5.3558282208589,3.81818181818182,2.26315789473684,2.42073170731707,4.46610169491525,6.68235294117647,5.41176470588235,3.18018018018018,3.30645161290323,2.11309523809524,4.53237410071942,4.18181818181818,3.29245283018868,1.41176470588235,2.73381294964029,5.20183486238532,2.65822784810127,2.29192546583851,7.08620689655173,2.60194174757282,2.60975609756098
