"Country" "Country_Code" "Indicator" "Indicator_Code" "Time" "Value" "Classification"
"6342" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2003" NA 0
"6343" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2003" NA 0
"6344" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2003" -51506176.09 0
"6345" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2003" 1355200339 0
"6346" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2003" -0.999082332 0
"6347" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2003" NA 0
"6348" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2003" -840574063.1 0
"6349" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2004" 76.94 0
"6350" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2004" 1.27 0
"6351" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2004" 7.11 0
"6352" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2004" 18.17 0
"6353" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2004" 5.333022067 0
"6354" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2004" 2740.249442 0
"6355" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2004" 3.922772027 0
"6356" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2004" 94.73505999 0
"6357" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2004" 94.73505999 0
"6358" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2004" 1.17075e+11 0
"6359" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2004" 7.270509662 0
"6360" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2004" 15.08305672 0
"6361" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2004" 5.904678173 0
"6362" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2004" 7.283033407 0
"6363" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2004" 75.83601163 0
"6364" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2004" 7.284723384 0
"6365" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2004" NA 0
"6366" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2004" NA 0
"6367" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2004" 129735835.4 0
"6368" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2004" -229557496.3 0
"6369" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2004" -0.668061993 0
"6370" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2004" NA 0
"6371" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2004" -715146402 0
"6372" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2005" 80.67 0
"6373" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2005" 4.05 0
"6374" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2005" 19.15 0
"6375" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2005" 21.54 0
"6376" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2005" 4.706555934 0
"6377" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2005" 3386.0256 0
"6378" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2005" 3.34837565 0
"6379" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2005" 100 0
"6380" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2005" 100 0
"6381" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2005" 1.46566e+11 0
"6382" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2005" 8.529274188 0
"6383" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2005" 14.56083333 0
"6384" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2005" 5.048116153 0
"6385" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2005" 5.557541217 0
"6386" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2005" 79.66430159 0
"6387" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2005" 7.546563104 0
"6388" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2005" 50500810000 0
"6389" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2005" 34.45595755 0
"6390" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2005" 85770739.09 0
"6391" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2005" 1483075828 0
"6392" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2005" -1.290233112 0
"6393" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2005" NA 0
"6394" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2005" -1506658934 0
"6395" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2006" 84.29 0
"6396" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2006" 7.71 0
"6397" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2006" 29.32 0
"6398" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2006" 29.2 0
"6399" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2006" 6.697515258 0
"6400" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2006" 3709.078776 0
"6401" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2006" 5.3585839 0
"6402" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2006" 105.7750911 0
"6403" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2006" 105.7750911 0
"6404" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2006" 1.6259e+11 0
"6405" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2006" 6.730149746 0
"6406" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2006" 12.89391308 0
"6407" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2006" 4.296333435 0
"6408" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2006" 5.775091062 0
"6409" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2006" 83.08694561 0
"6410" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2006" 6.618701486 0
"6411" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2006" 56204320000 0
"6412" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2006" 34.56809736 0
"6413" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2006" -30094608.8 0
"6414" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2006" 2161419754 0
"6415" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2006" -1.789311429 0
"6416" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2006" NA 0
"6417" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2006" -2863657882 0
"6418" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2007" 89.08 0
"6419" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2007" 8.54 0
"6420" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2007" 20.68 0
"6421" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2007" 33.52 0
"6422" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2007" 6.900627655 0
"6423" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2007" 4674.21961 0
"6424" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2007" 5.602510274 0
"6425" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2007" 111.105899 0
"6426" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2007" 111.105899 0
"6427" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2007" 2.07416e+11 0
"6428" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2007" 9.845884103 0
"6429" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2007" 15.3818501 0
"6430" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2007" 5.543753935 0
"6431" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2007" 5.039757332 0
"6432" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2007" 87.69308143 0
"6433" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2007" 7.36793805 0
"6434" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2007" 1.01956e+11 0
"6435" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2007" 49.15517938 0
"6436" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2007" 790078471.9 0
"6437" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2007" 185988823.2 0
"6438" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2007" -2.900871999 0
"6439" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2007" NA 0
"6440" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2007" -5654109835 0
"6441" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2008" 95.92 0
"6442" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2008" 7.55 0
"6443" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2008" 18.1 0
"6444" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2008" 23.09 0
"6445" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2008" 3.546804886 0
"6446" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2008" 5433.72045 0
"6447" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2008" 2.331562335 0
"6448" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2008" 119.5007268 0
"6449" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2008" 119.5007268 0
"6450" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2008" 2.43982e+11 0
"6451" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2008" 8.944131906 0
"6452" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2008" 17.17562314 0
"6453" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2008" 6.996990766 0
"6454" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2008" 7.555699507 0
"6455" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2008" 93.82895824 0
"6456" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2008" 7.434543112 0
"6457" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2008" 87716200000 0
"6458" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2008" 35.95184996 0
"6459" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2008" -86285982.95 0
"6460" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2008" 1011895474 0
"6461" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2008" -2.647993043 0
"6462" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2008" NA 0
"6463" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2008" -6976146469 0
"6464" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2009" 97.84 0
"6465" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2009" 7.83 0
"6466" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2009" 17.89 0
"6467" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2009" 26.65 0
"6468" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2009" 1.651549245 0
"6469" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2009" 5148.422113 0
"6470" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2009" 0.499676781 0
"6471" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2009" 123.5732004 0
"6472" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2009" 123.5732004 0
"6473" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2009" 2.33822e+11 0
"6474" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2009" 9.283784921 0
"6475" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2009" 13.0080746 0
"6476" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2009" 4.202933108 0
"6477" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2009" 3.407906932 0
"6478" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2009" 97.77252659 0
"6479" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2009" 6.86229118 0
"6480" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2009" 1.4052e+11 0
"6481" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2009" 60.09704732 0
"6482" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2009" 67351122.4 0
"6483" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2009" -3597009585 0
"6484" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2009" -1.988267144 0
"6485" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2009" NA 0
"6486" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2009" -4986603311 0
"6487" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2010" 100.91 0
"6488" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2010" 7.94 0
"6489" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2010" 12.27 0
"6490" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2010" 17.54 0
"6491" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2010" 3.971800705 0
"6492" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2010" 6250.655044 0
"6493" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2010" 2.835318278 0
"6494" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2010" 128.3385029 0
"6495" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2010" 128.3385029 0
"6496" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2010" 2.87018e+11 0
"6497" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2010" 5.32007517 0
"6498" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2010" 9.381489937 0
"6499" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2010" 2.278220158 0
"6500" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2010" 3.856258895 0
"6501" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2010" 100 0
"6502" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2010" 5.719629607 0
"6503" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2010" 2.08502e+11 0
"6504" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2010" 72.64408709 0
"6505" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2010" 1487960174 0
"6506" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2010" 88041173.57 0
"6507" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2010" -3.018355136 0
"6508" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2010" NA 0
"6509" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2010" -9409303059 0
"6510" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2011" 104.75 0
"6511" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2011" 7.38 0
"6512" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2011" 12.41 0
"6513" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2011" 16.54 0
"6514" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2011" 6.589511516 0
"6515" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2011" 7227.73968 0
"6516" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2011" 5.467383464 0
"6517" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2011" 136.969539 0
"6518" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2011" 136.969539 0
"6519" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2011" 3.35415e+11 0
"6520" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2011" 4.211476049 0
"6521" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2011" 11.21991845 0
"6522" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2011" 3.411616121 0
"6523" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2011" 6.725211717 0
"6524" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2011" 103.4116161 0
"6525" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2011" 6.95603385 0
"6526" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2011" 2.01296e+11 0
"6527" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2011" 60.01384433 0
"6528" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2011" 2271919470 0
"6529" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2011" -6170778412 0
"6530" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2011" -2.898664933 0
"6531" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2011" NA 0
"6532" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2011" -8935106173 0
"6533" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2012" 107.24 0
"6534" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2012" 8.01 0
"6535" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2012" 13.66 0
"6536" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2012" 18.41 0
"6537" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2012" 4.043943806 0
"6538" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2012" 7884.984429 0
"6539" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2012" 2.990156958 0
"6540" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2012" 141.0635406 0
"6541" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2012" 141.0635406 0
"6542" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2012" 3.6966e+11 0
"6543" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2012" 9.317552811 0
"6544" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2012" 12.5850402 0
"6545" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2012" 3.176934374 0
"6546" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2012" 2.988986956 0
"6547" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2012" 106.6969353 0
"6548" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2012" 7.229206366 0
"6549" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2012" 2.62101e+11 0
"6550" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2012" 70.90339026 0
"6551" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2012" 3455183778 0
"6552" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2012" -4769352495 0
"6553" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2012" -3.033662649 0
"6554" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2012" NA 0
"6555" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2012" -11714354915 0
"6556" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2013" 109.35 0
"6557" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2013" 6.81 0
"6558" "Colombia" "COL" "Stock market turnover ratio (%)" "GFDD.EM.01" "2013" 8.92 0
"6559" "Colombia" "COL" "Stock price volatility" "GFDD.SM.01" "2013" 15.1 0
"6560" "Colombia" "COL" "GDP growth (annual %)" "NY.GDP.MKTP.KD.ZG" "2013" 4.874065579 0
"6561" "Colombia" "COL" "GDP per capita (current US$)" "NY.GDP.PCAP.CD" "2013" 8030.58603 0
"6562" "Colombia" "COL" "GDP per capita growth (annual %)" "NY.GDP.PCAP.KD.ZG" "2013" 3.851738521 0
"6563" "Colombia" "COL" "GDP deflator (base year varies by country)" "NY.GDP.DEFL.ZS" "2013" 143.8745239 0
"6564" "Colombia" "COL" "GDP deflator: linked series (base year varies by country)" "NY.GDP.DEFL.ZS.AD" "2013" 143.8745239 0
"6565" "Colombia" "COL" "GDP (current US$)" "NY.GDP.MKTP.CD" "2013" 3.80192e+11 0
"6566" "Colombia" "COL" "Real interest rate (%)" "FR.INR.RINR" "2013" 8.817178467 0
"6567" "Colombia" "COL" "Lending interest rate (%)" "FR.INR.LEND" "2013" 10.98558617 0
"6568" "Colombia" "COL" "Inflation, consumer prices (annual %)" "FP.CPI.TOTL.ZG" "2013" 2.022774948 0
"6569" "Colombia" "COL" "Inflation, GDP deflator (annual %)" "NY.GDP.DEFL.KD.ZG" "2013" 1.992707158 0
"6570" "Colombia" "COL" "Consumer price index (2010 = 100)" "FP.CPI.TOTL" "2013" 108.8551742 0
"6571" "Colombia" "COL" "Interest rate spread (lending rate minus deposit rate, %)" "FR.INR.LNDP" "2013" 6.815568606 0
"6572" "Colombia" "COL" "Market capitalization of listed domestic companies (current US$)" "CM.MKT.LCAP.CD" "2013" 2.02693e+11 0
"6573" "Colombia" "COL" "Market capitalization of listed domestic companies (% of GDP)" "CM.MKT.LCAP.GD.ZS" "2013" 53.31340822 0
"6574" "Colombia" "COL" "Portfolio equity, net inflows (BoP, current US$)" "BX.PEF.TOTL.CD.WD" "2013" 1921217504 0
"6575" "Colombia" "COL" "Portfolio investment, net (BoP, current US$)" "BN.KLT.PTXL.CD" "2013" -7437998249 0
"6576" "Colombia" "COL" "Current account balance (% of GDP)" "BN.CAB.XOKA.GD.ZS" "2013" -3.247640769 0
"6577" "Colombia" "COL" "Net capital account (BoP, current US$)" "BN.TRF.KOGT.CD" "2013" NA 0
"6578" "Colombia" "COL" "Net financial account (BoP, current US$)" "BN.FIN.TOTL.CD" "2013" -11854220438 0
"6579" "Colombia" "COL" "Consumer price index (2010=100, December)" "GFDD.OE.01" "2014" 113.38 0
"6580" "Colombia" "COL" "Stock market total value traded to GDP (%)" "GFDD.DM.02" "2014" 4.83 0
